DataSetId,DataSetName,MeasureCode,MeasureName,ReportedMeasureCode,ReportedMeasureName,ReportingEndDate,ReportingStartDate
340,ES 2012-13 - Median waiting time for elective surgery,MYH0009,Median waiting time for elective surgery,MYH-RM0064,Hysterectomy (abdominal/vaginal/laparoscopic),2013-06-30,2012-07-01
341,ES 2012-13 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0116,Hysterectomy (abdominal/vaginal/laparoscopic),2013-06-30,2012-07-01
342,ES 2012-13 - Median waiting time for elective surgery,MYH0009,Median waiting time for elective surgery,MYH-RM0062,Inguinal herniotomy/herniorrhaphy,2013-06-30,2012-07-01
343,ES 2012-13 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0114,Inguinal herniotomy/herniorrhaphy,2013-06-30,2012-07-01
344,ES 2012-13 - Median waiting time for elective surgery,MYH0009,Median waiting time for elective surgery,MYH-RM0053,Myringoplasty/tympanoplasty,2013-06-30,2012-07-01
345,ES 2012-13 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0105,Myringoplasty/tympanoplasty,2013-06-30,2012-07-01
346,ES 2012-13 - Median waiting time for elective surgery,MYH0009,Median waiting time for elective surgery,MYH-RM0054,Myringotomy,2013-06-30,2012-07-01
347,ES 2012-13 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0106,Myringotomy,2013-06-30,2012-07-01
348,ES 2012-13 - Median waiting time for elective surgery,MYH0009,Median waiting time for elective surgery,MYH-RM0073,Prostatectomy (transurethral or open),2013-06-30,2012-07-01
349,ES 2012-13 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0125,Prostatectomy (transurethral or open),2013-06-30,2012-07-01
350,ES 2012-13 - Median waiting time for elective surgery,MYH0009,Median waiting time for elective surgery,MYH-RM0055,Septoplasty,2013-06-30,2012-07-01
351,ES 2012-13 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0107,Septoplasty,2013-06-30,2012-07-01
352,ES 2012-13 - Median waiting time for elective surgery,MYH0009,Median waiting time for elective surgery,MYH-RM0056,Tonsillectomy (with or without adenoidectomy),2013-06-30,2012-07-01
353,ES 2012-13 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0108,Tonsillectomy (with or without adenoidectomy),2013-06-30,2012-07-01
354,ES 2012-13 - Median waiting time for elective surgery,MYH0009,Median waiting time for elective surgery,MYH-RM0067,Total hip replacement,2013-06-30,2012-07-01
355,ES 2012-13 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0119,Total hip replacement,2013-06-30,2012-07-01
356,ES 2012-13 - Median waiting time for elective surgery,MYH0009,Median waiting time for elective surgery,MYH-RM0068,Total knee replacement,2013-06-30,2012-07-01
357,ES 2012-13 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0120,Total knee replacement,2013-06-30,2012-07-01
358,ES 2012-13 - Median waiting time for elective surgery,MYH0009,Median waiting time for elective surgery,MYH-RM0075,Varicose veins treatment,2013-06-30,2012-07-01
359,ES 2012-13 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0127,Varicose veins treatment,2013-06-30,2012-07-01
360,ES 2012-13 - Percentage of patients who received their surgery within clinically recommended times,MYH0008,Percentage of patients who received their surgery within clinically recommended times,MYH-RM0047,Urgent elective surgery,2013-06-30,2012-07-01
361,ES 2012-13 - Median waiting time for elective surgery,MYH0009,Median waiting time for elective surgery,MYH-RM0040,Urgent elective surgery,2013-06-30,2012-07-01
362,ES 2012-13 - Percentage of patients who received their surgery within clinically recommended times,MYH0008,Percentage of patients who received their surgery within clinically recommended times,MYH-RM0048,Semi-urgent elective surgery,2013-06-30,2012-07-01
363,ES 2012-13 - Median waiting time for elective surgery,MYH0009,Median waiting time for elective surgery,MYH-RM0041,Semi-urgent elective surgery,2013-06-30,2012-07-01
364,ES 2012-13 - Percentage of patients who received their surgery within clinically recommended times,MYH0008,Percentage of patients who received their surgery within clinically recommended times,MYH-RM0049,Non-urgent elective surgery,2013-06-30,2012-07-01
365,ES 2012-13 - Median waiting time for elective surgery,MYH0009,Median waiting time for elective surgery,MYH-RM0042,Non-urgent elective surgery,2013-06-30,2012-07-01
464,ES 2011-12 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0076,Cardio-thoracic surgery,2012-06-30,2011-07-01
465,ES 2011-12 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0078,"Ear, nose and throat surgery",2012-06-30,2011-07-01
466,ES 2011-12 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0085,General surgery,2012-06-30,2011-07-01
467,ES 2011-12 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0089,Gynaecology,2012-06-30,2011-07-01
468,ES 2011-12 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0091,Neurosurgery,2012-06-30,2011-07-01
469,ES 2011-12 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0083,Ophthalmology,2012-06-30,2011-07-01
470,ES 2011-12 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0092,Orthopaedic surgery,2012-06-30,2011-07-01
471,ES 2011-12 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0096,Plastic surgery,2012-06-30,2011-07-01
472,ES 2011-12 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0097,Urology,2012-06-30,2011-07-01
473,ES 2011-12 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0100,Vascular surgery,2012-06-30,2011-07-01
474,ES 2011-12 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0095,Other surgery,2012-06-30,2011-07-01
475,ES 2011-12 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0084,Cataract extraction (with or without intra-ocular lens insertion),2012-06-30,2011-07-01
476,ES 2011-12 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0086,Cholecystectomy (open/laparoscopic),2012-06-30,2011-07-01
477,ES 2011-12 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0077,Coronary artery bypass grafting,2012-06-30,2011-07-01
478,ES 2011-12 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0098,Cystoscopy,2012-06-30,2011-07-01
479,ES 2011-12 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0087,Haemorrhoidectomy,2012-06-30,2011-07-01
480,ES 2011-12 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0090,Hysterectomy (abdominal/vaginal/laparoscopic),2012-06-30,2011-07-01
481,ES 2011-12 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0088,Inguinal herniotomy/herniorrhaphy,2012-06-30,2011-07-01
482,ES 2011-12 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0079,Myringoplasty/tympanoplasty,2012-06-30,2011-07-01
483,ES 2011-12 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0080,Myringotomy,2012-06-30,2011-07-01
484,ES 2011-12 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0099,Prostatectomy (transurethral or open),2012-06-30,2011-07-01
485,ES 2011-12 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0081,Septoplasty,2012-06-30,2011-07-01
486,ES 2011-12 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0082,Tonsillectomy (with or without adenoidectomy),2012-06-30,2011-07-01
487,ES 2011-12 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0093,Total hip replacement,2012-06-30,2011-07-01
488,ES 2011-12 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0094,Total knee replacement,2012-06-30,2011-07-01
489,ES 2011-12 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0101,Varicose veins treatment,2012-06-30,2011-07-01
490,ES 2011-12 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0044,Urgent elective surgery,2012-06-30,2011-07-01
491,ES 2011-12 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0045,Semi-urgent elective surgery,2012-06-30,2011-07-01
492,ES 2011-12 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0046,Non-urgent elective surgery,2012-06-30,2011-07-01
524,ES 2012-13 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0076,Cardio-thoracic surgery,2013-06-30,2012-07-01
525,ES 2012-13 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0078,"Ear, nose and throat surgery",2013-06-30,2012-07-01
526,ES 2012-13 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0085,General surgery,2013-06-30,2012-07-01
527,ES 2012-13 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0089,Gynaecology,2013-06-30,2012-07-01
528,ES 2012-13 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0091,Neurosurgery,2013-06-30,2012-07-01
529,ES 2012-13 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0083,Ophthalmology,2013-06-30,2012-07-01
530,ES 2012-13 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0092,Orthopaedic surgery,2013-06-30,2012-07-01
531,ES 2012-13 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0096,Plastic surgery,2013-06-30,2012-07-01
532,ES 2012-13 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0097,Urology,2013-06-30,2012-07-01
533,ES 2012-13 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0100,Vascular surgery,2013-06-30,2012-07-01
534,ES 2012-13 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0095,Other surgery,2013-06-30,2012-07-01
535,ES 2012-13 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0084,Cataract extraction (with or without intra-ocular lens insertion),2013-06-30,2012-07-01
536,ES 2012-13 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0086,Cholecystectomy (open/laparoscopic),2013-06-30,2012-07-01
537,ES 2012-13 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0077,Coronary artery bypass grafting,2013-06-30,2012-07-01
538,ES 2012-13 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0098,Cystoscopy,2013-06-30,2012-07-01
539,ES 2012-13 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0087,Haemorrhoidectomy,2013-06-30,2012-07-01
540,ES 2012-13 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0090,Hysterectomy (abdominal/vaginal/laparoscopic),2013-06-30,2012-07-01
541,ES 2012-13 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0088,Inguinal herniotomy/herniorrhaphy,2013-06-30,2012-07-01
542,ES 2012-13 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0079,Myringoplasty/tympanoplasty,2013-06-30,2012-07-01
543,ES 2012-13 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0080,Myringotomy,2013-06-30,2012-07-01
544,ES 2012-13 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0099,Prostatectomy (transurethral or open),2013-06-30,2012-07-01
545,ES 2012-13 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0081,Septoplasty,2013-06-30,2012-07-01
546,ES 2012-13 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0082,Tonsillectomy (with or without adenoidectomy),2013-06-30,2012-07-01
